1375808256.218,,2.000000e+003,2.003683e+000,2.094460e-004,2.591605e-008,0.000000e+000,0.000000e+000,2,9.929587e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.027035e-003,0,,0,
1375808397.437,,1.800000e+003,2.001158e+000,2.104255e-004,8.508666e-009,0.000000e+000,0.000000e+000,2,9.925435e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,1.173973e-003,0,,0,
1375808545.671,,1.600000e+003,1.997953e+000,2.113713e-004,2.001333e-008,0.000000e+000,0.000000e+000,2,9.921141e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,4.560947e-004,0,,0,
1375808691.000,,1.400000e+003,1.999747e+000,2.121892e-004,2.215804e-008,0.000000e+000,0.000000e+000,2,9.915600e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,5.850792e-004,0,,0,
1375808832.328,,1.200000e+003,2.000023e+000,2.129312e-004,5.572177e-009,0.000000e+000,0.000000e+000,2,9.909309e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,1.780987e-004,0,,0,
1375808973.171,,1.000000e+003,1.999705e+000,2.131181e-004,1.720076e-008,0.000000e+000,0.000000e+000,2,9.898126e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.540350e-004,0,,0,
1375809125.281,,8.000000e+002,2.000061e+000,2.118851e-004,2.061547e-008,0.000000e+000,0.000000e+000,2,9.796507e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.028942e-004,0,,0,
1375809267.093,,6.000000e+002,1.999917e+000,2.053727e-004,1.546461e-008,0.000000e+000,0.000000e+000,2,9.760986e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.040863e-004,0,,0,
1375809404.046,,5.000000e+002,1.999866e+000,2.012064e-004,1.108510e-008,0.000000e+000,0.000000e+000,2,9.743742e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.040863e-004,0,,0,
1375809555.125,,4.500000e+002,2.000129e+000,1.988261e-004,2.994189e-008,0.000000e+000,0.000000e+000,2,9.733924e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.559589e-004,0,,0,
1375809714.546,,4.000000e+002,1.999998e+000,1.962347e-004,1.752568e-008,0.000000e+000,0.000000e+000,2,9.724642e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,1.270771e-004,0,,0,
1375809853.812,,3.500000e+002,1.999874e+000,1.932909e-004,1.770486e-008,0.000000e+000,0.000000e+000,2,9.715041e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.551079e-004,0,,0,
1375810004.296,,3.000000e+002,2.000312e+000,1.900139e-004,3.211618e-008,0.000000e+000,0.000000e+000,2,9.704572e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,4.839897e-004,0,,0,
1375810151.062,,2.500000e+002,2.000057e+000,1.862569e-004,5.359108e-008,0.000000e+000,0.000000e+000,2,9.696088e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.309250e-004,0,,0,
1375810291.343,,2.000000e+002,1.999802e+000,1.819025e-004,6.412558e-009,0.000000e+000,0.000000e+000,2,9.686276e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.559589e-004,0,,0,
1375810430.562,,1.500000e+002,2.000031e+000,1.768385e-004,2.720742e-008,0.000000e+000,0.000000e+000,2,9.672546e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.559589e-004,0,,0,
1375810566.843,,1.000000e+002,2.000248e+000,1.709674e-004,1.315683e-008,0.000000e+000,0.000000e+000,2,9.658709e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.539158e-004,0,,0,
1375810697.390,,9.500000e+001,2.000070e+000,1.702985e-004,2.350108e-008,0.000000e+000,0.000000e+000,2,9.656805e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,1.778603e-004,0,,0,
1375810832.593,,9.000000e+001,1.999925e+000,1.696531e-004,1.843392e-008,0.000000e+000,0.000000e+000,2,9.656044e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.801418e-004,0,,0,
1375810960.656,,8.500000e+001,2.000057e+000,1.689968e-004,9.526221e-009,0.000000e+000,0.000000e+000,2,9.654182e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.819466e-004,0,,0,
1375811089.921,,8.000000e+001,2.000010e+000,1.683225e-004,2.609037e-008,0.000000e+000,0.000000e+000,2,9.652684e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,2.040863e-004,0,,0,
1375811220.203,,7.500000e+001,2.000006e+000,1.749516e-004,1.269105e-005,0.000000e+000,0.000000e+000,2,9.185739e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.569126e-004,0,,0,
1375811352.250,,7.000000e+001,2.000028e+000,1.669124e-004,1.848122e-008,0.000000e+000,0.000000e+000,2,9.649135e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.061295e-004,0,,0,
1375811488.890,,6.500000e+001,2.000227e+000,1.661975e-004,2.501196e-008,0.000000e+000,0.000000e+000,2,9.648595e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.309250e-004,0,,0,
1375811631.031,,6.000000e+001,2.000138e+000,1.654845e-004,2.408984e-008,0.000000e+000,0.000000e+000,2,9.646506e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.318787e-004,0,,0,
1375811761.234,,5.500000e+001,1.999836e+000,1.647215e-004,1.806923e-008,0.000000e+000,0.000000e+000,2,9.645476e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.310442e-004,0,,0,
1375811894.187,,5.000000e+001,1.999959e+000,1.639810e-004,3.334929e-008,0.000000e+000,0.000000e+000,2,9.643651e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.061295e-004,0,,0,
1375812024.750,,4.500000e+001,2.000112e+000,1.632054e-004,1.095361e-008,0.000000e+000,0.000000e+000,2,9.641548e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.049374e-004,0,,0,
1375812178.828,,4.000000e+001,2.000070e+000,1.624014e-004,8.423994e-009,0.000000e+000,0.000000e+000,2,9.640324e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.559589e-004,0,,0,
1375812318.406,,3.500000e+001,2.000155e+000,1.615930e-004,2.026486e-008,0.000000e+000,0.000000e+000,2,9.640197e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,1.528263e-004,0,,0,
1375812452.265,,3.000000e+001,2.000049e+000,1.607649e-004,1.454427e-008,0.000000e+000,0.000000e+000,2,9.637504e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.819466e-004,0,,0,
1375812610.328,,2.500000e+001,2.000184e+000,1.635858e-004,6.377052e-006,0.000000e+000,0.000000e+000,2,9.394817e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,2.000000e+000,1.000000e+000,5,3,3.309250e-004,0,,0,
